year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2015,Maserati,Ghibli,69649.0,Sedan,Automatic,4X4,metallic,beige,5,4,gasoline,39404,15.7,9.4,3.0,4.0,Other,2
2010,Kia,Soul,109300.0,Wagon,Manual,FWD,gray,black,5,4,gasoline,7809,8.55,6.55,2.4,4.0,Inline,1
2015,Nissan,Murano,134000.0,SUV,CVT,4X4,black,black,5,4,gasoline,12178,11.2,8.3,2.4,6.0,V-Engine,3
2022,Chrysler,Pacifica,15500.0,Van,Automatic,4X4,white,black,5,4,gasoline,45697,14.1,9.4,3.6,6.0,V-Engine,3
2022,Volkswagen,Jetta,6250.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,28334,9.0,6.5,2.0,4.0,Inline,3
2017,Hyundai,Elantra,97628.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,16005,8.7,6.5,2.4,4.0,Inline,2
2023,Infiniti,QX55,25.0,SUV,Automatic,4X4,gray,gray,5,4,gasoline,64596,10.4,8.3,2.0,4.0,Inline,2
2020,Dodge,Grand,94342.0,Van,Automatic,FWD,red,black,5,4,gasoline,12618,13.7,9.4,3.6,6.0,V-Engine,4
2023,Ford,Bronco,0.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,46982,9.3,8.4,1.5,4.0,Other,2
2018,Mercedes-Benz,E-Class,64837.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,52715,11.8,8.7,2.4,6.0,Inline,2
2019,BMW,X5,102012.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34354,11.7,9.1,2.4,6.0,Inline,3
2023,Ford,Edge,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,37334,10.8,8.7,2.0,4.0,Inline,3
2016,Nissan,Rogue,202002.0,SUV,Automatic,4X4,gray,gray,5,4,gasoline,11674,10.8,8.7,2.4,4.0,Inline,3
2022,Volvo,S60,30651.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,13942,10.8,8.7,2.4,4.0,Inline,4
2022,Volkswagen,Jetta,6750.0,Sedan,Manual,FWD,silver,black,5,2,gasoline,27753,8.0,5.5,1.5,4.0,Inline,3
2009,Subaru,Tribeca,161000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,6502,13.2,9.4,2.4,6.0,Inline,3
2022,Ford,Mustang,8201.0,SUV,Automatic,4X4,gray,black,5,4,electric,67628,0.0,8.7,0.0,0.0,Electric,2
2023,BMW,X5,90.0,SUV,Automatic,4X4,white,black,7,4,gasoline,94700,10.8,8.7,3.0,6.0,Inline,2
2023,Jeep,Wrangler,12.0,SUV,Automatic,4X4,black,black,5,4,hybrid,62987,11.6,11.9,0.0,0.0,Electric,2
2021,BMW,M4,18000.0,Coupe,Automatic,RWD,white,black,4,2,hybrid,113272,10.8,8.7,2.4,6.0,Inline,1
2019,Kia,Forte,79946.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,19768,8.15,6.15,2.4,4.0,Inline,2
2022,BMW,4,4856.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,23364,10.8,8.7,2.4,6.0,Inline,4
2021,Chevrolet,TrailBlazer,49000.0,SUV,Automatic,4X4,red,black,5,4,gasoline,32007,8.9,7.8,2.4,3.0,Inline,2
2017,BMW,530i,169499.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,28496,10.5,7.4,2.4,4.0,Inline,2
2015,Acura,TLX,137835.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,19458,11.2,7.5,2.4,6.0,V-Engine,1
2023,GMC,Terrain,0.0,SUV,Automatic,4X4,brown,black,5,2,gasoline,18876,9.9,8.3,1.5,4.0,Inline,4
2010,Acura,MDX,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,2738,13.2,9.6,3.7,4.0,Other,4
2019,MINI,Countryman,93701.0,SUV,Automatic,4X4,white,black,5,2,gasoline,21220,10.6,7.8,2.0,4.0,Inline,3
2012,Chevrolet,Malibu,200000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,8149,10.8,8.7,2.4,4.0,Inline,2
2023,Jeep,Wrangler,18.0,SUV,Automatic,4X4,gray,black,5,4,hybrid,27500,10.8,8.7,0.0,0.0,Electric,4
2017,Honda,Pilot,92005.0,SUV,Automatic,4X4,white,black,5,4,gasoline,30714,12.4,9.3,3.5,4.0,Other,2
2021,Mazda,CX-9,72755.0,SUV,Automatic,4X4,white,black,6,4,gasoline,27956,11.6,9.1,2.5,4.0,Inline,3
2023,Ford,F-150,90.0,Truck,Automatic,4X4,black,black,5,4,gasoline,78023,9.8,9.7,2.4,8.0,Inline,2
2014,Dodge,Grand,480000.0,Van,Automatic,FWD,black,black,5,4,gasoline,14209,12.2,7.9,3.6,6.0,V-Engine,2
2020,Jeep,WRANGLER,56528.0,SUV,Manual,4X4,gray,black,5,4,gasoline,20141,10.8,8.7,2.4,6.0,V-Engine,4
2018,Porsche,911,29260.0,Coupe,Automatic,4X4,red,black,5,4,gasoline,188935,15.8,11.6,2.4,6.0,Inline,1
2014,BMW,3,141183.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,19780,10.7,7.1,2.0,4.0,Inline,1
2016,Hyundai,Sonata,106830.0,Sedan,Automatic,FWD,white,brown,5,4,hybrid,18178,39.2,42.8,2.4,4.0,Inline,2
2017,Volkswagen,Golf,69104.0,Hatchback,Manual,4X4,white,black,5,4,gasoline,26474,10.9,7.7,2.4,4.0,Inline,1
2022,Jeep,Cherokee,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,50556,12.9,9.7,3.2,6.0,V-Engine,2
2022,Kia,Forte,17211.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,20024,10.8,8.7,2.0,4.0,Other,3
2013,Hyundai,Accent,112738.0,Hatchback,Manual,FWD,blue,black,5,4,gasoline,2311,7.15,5.25,2.4,4.0,Inline,4
2015,Hyundai,Accent,102516.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,12079,8.8,6.3,2.4,4.0,Inline,1
2016,Ford,Mustang,88000.0,Coupe,Automatic,RWD,red,black,5,2,gasoline,26684,10.8,8.7,2.4,4.0,Inline,2
2016,Kia,Sorento,147600.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,6857,12.3,9.3,2.0,4.0,Other,4
2018,Chevrolet,Cruze,129399.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,19752,8.0,5.9,2.4,4.0,Inline,2
2015,Honda,Civic,201138.0,Sedan,CVT,FWD,black,black,5,4,gasoline,11054,7.9,6.1,2.4,4.0,Inline,3
2020,GMC,Sierra,70165.0,Truck,Automatic,4X4,black,black,5,4,gasoline,54894,15.7,12.0,4.3,6.0,Inline,2
2021,Audi,SQ5,46349.0,SUV,Automatic,4X4,black,red,5,4,gasoline,59022,13.1,9.9,3.0,6.0,Inline,2
2020,Hyundai,Tucson,20896.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,32723,10.8,9.2,2.4,4.0,Inline,1
2023,Mitsubishi,Outlander,10.0,SUV,Automatic,4X4,silver,black,5,4,hybrid,57911,9.2,8.7,2.4,4.0,V-Engine,2
2016,Jaguar,F-Type,20084.0,Convertible,Automatic,4X4,gray,black,2,2,gasoline,63900,15.7,10.4,2.4,8.0,Inline,2
2001,Mercedes-Benz,SL-Class,94999.0,Convertible,Automatic,RWD,white,gray,5,2,gasoline,35980,14.6,9.5,2.4,8.0,Inline,1
2013,Chevrolet,Camaro,39969.0,Coupe,Manual,RWD,black,black,4,2,gasoline,22264,13.5,8.25,2.4,8.0,Inline,3
2023,Nissan,Pathfinder,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,57408,11.6,9.2,2.4,6.0,V-Engine,2
2018,BMW,X5,79477.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,25218,13.0,9.8,3.0,4.0,Other,3
2020,Kia,Forte,74000.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,23976,7.9,5.9,2.0,4.0,Other,2
2018,Nissan,GT-R,51000.0,Coupe,Automatic,4X4,black,red,4,2,gasoline,134374,14.5,10.7,3.8,4.0,Other,1
2019,Audi,S3,48806.0,Sedan,Automatic,4X4,black,red,5,4,gasoline,46078,10.7,8.0,2.4,4.0,Inline,1
2022,Volvo,XC90,14017.0,SUV,Automatic,4X4,black,black,5,4,gasoline,84921,10.8,8.7,2.4,4.0,Inline,2
2019,Chevrolet,Express,106367.0,Van,Automatic,RWD,white,gray,12,3,gasoline,49939,10.8,8.7,2.4,8.0,Inline,2
2023,Jeep,Wrangler,18.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,69896,10.8,8.7,3.6,6.0,V-Engine,1
2011,Kia,Sorento,111100.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,11853,9.9,7.4,2.4,4.0,Inline,2
2022,Jeep,Cherokee,18.0,SUV,Automatic,4X4,black,black,5,4,gasoline,49925,12.9,9.7,2.4,6.0,V-Engine,2
2018,Ford,Edge,59050.0,SUV,Automatic,4X4,black,black,5,4,gasoline,28934,13.8,9.8,2.7,4.0,Other,2
2023,Mazda,Mazda3,100.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,40045,8.4,6.6,2.0,4.0,Inline,1
2020,Volvo,XC60,30531.0,SUV,Automatic,4X4,black,black,5,4,gasoline,48948,10.8,8.7,2.4,4.0,Inline,2
2021,Honda,Civic,34186.0,Sedan,CVT,FWD,red,black,5,4,gasoline,32453,7.9,6.1,2.0,4.0,Inline,1
2021,Ford,Escape,69825.0,SUV,Automatic,4X4,white,black,5,4,gasoline,14269,10.4,7.5,2.0,4.0,Other,4
2023,GMC,Sierra,10.0,Truck,Automatic,4X4,black,black,5,4,diesel,79664,10.8,8.7,6.6,8.0,V-Engine,1
2018,Porsche,911,73200.0,Coupe,Automatic,4X4,white,black,4,2,gasoline,47737,10.8,8.7,2.4,6.0,Inline,4
2017,Audi,Q5,126581.0,SUV,Automatic,4X4,white,black,5,4,gasoline,25950,12.0,8.6,2.4,4.0,Inline,2
2021,Kia,K5,19512.0,Sedan,Automatic,4X4,red,black,5,4,gasoline,35411,9.2,6.9,2.4,4.0,Inline,2
2022,Ford,F-150,250.0,Truck,Automatic,4X4,gray,black,5,4,gasoline,68546,13.5,10.2,3.5,6.0,V-Engine,2
2017,Acura,ILX,95000.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,12741,9.4,6.8,2.4,4.0,Inline,3
2019,GMC,SIERRA,150970.0,Truck,Automatic,4X4,white,black,5,4,gasoline,41700,10.8,8.7,6.0,8.0,V-Engine,2
2006,Mitsubishi,LANCER,120000.0,Sedan,Manual,4X4,silver,black,5,4,gasoline,26263,10.8,8.7,2.4,4.0,Inline,3
2016,Nissan,Rogue,142000.0,SUV,CVT,4X4,white,black,5,2,gasoline,17528,9.5,7.4,2.5,4.0,Inline,2
2018,Audi,RS,56827.0,Coupe,Automatic,4X4,gray,black,5,2,gasoline,65391,10.8,8.7,2.4,6.0,Inline,2
2016,Nissan,Sentra,171550.0,Sedan,CVT,FWD,blue,white,5,4,gasoline,11973,8.45,6.35,2.4,4.0,Inline,2
2018,MINI,Cooper,61024.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,25995,8.5,6.3,2.4,3.0,Inline,2
2020,Subaru,Forester,63000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,32147,10.8,8.7,2.4,4.0,Inline,2
2017,Hyundai,Elantra,106962.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,16316,10.8,8.7,2.4,4.0,Inline,2
2022,Tesla,Model,7566.0,Sedan,Automatic,4X4,gray,black,5,4,electric,76231,0.0,8.7,0.0,0.0,Electric,2
2011,Chevrolet,Avalanche,192906.0,Truck,Automatic,4X4,black,black,5,4,gasoline,3572,14.4,9.5,5.3,4.0,Other,4
2019,BMW,530I,58957.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,44535,10.2,7.2,2.4,4.0,Inline,2
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,white,black,5,4,electric,64397,0.0,11.9,2.4,0.0,Electric,2
2018,Hyundai,Tucson,29000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,27092,9.9,8.5,2.4,4.0,Inline,1
2020,Mercedes-Benz,GLC300,57026.0,SUV,Automatic,4X4,white,black,5,4,gasoline,29367,11.2,8.5,2.4,4.0,Inline,3
2023,Chevrolet,Silverado,10.0,Truck,Automatic,4X4,white,black,6,4,gasoline,27963,12.9,11.5,2.4,4.0,Inline,4
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,59777,13.1,10.0,2.4,6.0,V-Engine,2
2018,Hyundai,Sonata,78525.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,21186,9.8,6.9,2.4,4.0,Inline,2
2023,Hyundai,Kona,142.0,SUV,Automatic,FWD,gray,black,5,4,electric,47553,0.0,8.7,0.0,0.0,Electric,2
2019,Mercedes-Benz,C-Class,110080.0,Coupe,Automatic,4X4,black,black,5,2,gasoline,44650,12.9,8.8,3.0,4.0,Other,2
2019,Maserati,Ghibli,26000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,78236,14.7,9.8,2.4,6.0,V-Engine,2
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,66996,13.4,10.1,2.4,6.0,V-Engine,1
2022,Mercedes-Benz,SL-Class,90.0,Coupe,Automatic,4X4,white,black,4,2,gasoline,258922,17.1,11.3,2.4,8.0,Inline,2
2021,Mazda,CX-30,37792.0,SUV,Automatic,4X4,white,black,5,4,gasoline,36772,9.9,7.7,2.4,4.0,Inline,1
2023,Mitsubishi,RVR,89.0,SUV,Automatic,4X4,red,black,5,4,gasoline,34589,10.0,8.1,2.0,4.0,Inline,1
2022,Chevrolet,Silverado,924.0,Truck,Automatic,4X4,white,gray,5,4,gasoline,62963,13.9,12.0,2.7,4.0,Other,2
2020,GMC,Sierra,66481.0,Truck,Automatic,4X4,black,black,5,4,gasoline,21292,14.3,10.6,2.4,8.0,Inline,4
2018,Honda,Accord,158769.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,19829,8.2,6.8,2.4,4.0,Inline,3
2022,GMC,Sierra,5.0,Truck,Automatic,4X4,white,black,5,2,gasoline,48485,16.0,13.0,2.7,4.0,Inline,3
2014,Hyundai,Elantra,117000.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,11127,8.5,6.0,2.4,4.0,Inline,1
2021,Hyundai,Sonata,76942.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,31577,8.8,6.4,2.4,4.0,Inline,2
2023,Mazda,Mazda3,100.0,Hatchback,Automatic,4X4,blue,black,5,4,gasoline,15411,9.0,7.0,2.5,4.0,Inline,4
2018,Mercedes-Benz,S-Class,81059.0,Sedan,Automatic,4X4,white,brown,5,4,gasoline,73691,13.5,8.6,2.4,8.0,Inline,2
2019,Volvo,XC90,54343.0,SUV,Automatic,4X4,black,black,7,4,gasoline,49735,10.8,8.7,2.4,4.0,Inline,2
2018,Audi,Q7,72000.0,SUV,Automatic,4X4,white,brown,5,4,gasoline,24101,12.2,9.5,2.4,4.0,Inline,3
2021,Hyundai,Elantra,12919.0,Sedan,CVT,FWD,blue,white,5,4,gasoline,20552,7.5,5.7,2.0,4.0,Inline,3
2020,Subaru,Forester,82500.0,SUV,CVT,4X4,white,brown,5,4,gasoline,12994,9.0,7.2,2.4,4.0,Inline,4
2023,BMW,X3,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,22436,11.0,8.4,2.4,4.0,Inline,4
2015,Hyundai,Sonata,75000.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,14215,10.8,8.7,2.4,4.0,Inline,2
2018,Honda,Civic,31466.0,Sedan,CVT,FWD,red,black,5,4,gasoline,9102,7.8,6.0,2.4,4.0,Inline,4
2021,GMC,Sierra,26777.0,Truck,Automatic,4X4,black,black,5,4,gasoline,54503,14.8,10.85,2.4,8.0,Inline,2
2022,Jeep,Gladiator,250.0,Truck,Automatic,4X4,white,black,5,4,gasoline,52380,14.0,10.55,3.6,6.0,V-Engine,3
2023,Volvo,XC60,1380.0,SUV,Automatic,4X4,black,gray,5,4,gasoline,25081,10.8,8.7,2.0,4.0,Inline,4
2022,Kia,Sportage,32316.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31252,10.7,9.0,2.4,4.0,Inline,2
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,gray,black,5,4,electric,27177,0.0,11.9,2.4,0.0,Electric,4
2023,Jeep,Cherokee,0.0,SUV,Automatic,4X4,white,black,5,4,gasoline,62486,11.2,8.0,2.4,4.0,V-Engine,1
2014,Mazda,Mazda5,115363.0,Van,Automatic,FWD,gray,black,5,4,gasoline,8557,9.6,6.75,2.5,4.0,Inline,3
2021,Hyundai,Kona,28441.0,SUV,Automatic,FWD,gray,black,5,4,electric,45773,0.0,8.7,0.0,0.0,Electric,1
2022,Dodge,Charger,13.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,56934,10.8,8.7,3.6,6.0,V-Engine,2
2019,MINI,Clubman,40993.0,Wagon,Automatic,4X4,red,black,5,4,gasoline,29880,11.4,7.7,2.0,4.0,Inline,2
2016,Kia,Sorento,95311.0,SUV,Automatic,FWD,silver,black,5,4,gasoline,20407,11.1,8.2,2.4,4.0,Inline,1
2021,Volvo,V60,48279.0,Wagon,Automatic,4X4,white,gray,5,4,gasoline,28111,10.8,8.7,2.4,4.0,Inline,3
2016,Hyundai,Tucson,139995.0,SUV,Automatic,FWD,gray,beige,5,4,gasoline,6535,10.1,7.6,2.4,4.0,Inline,4
2013,Subaru,Outback,153000.0,Wagon,Automatic,4X4,black,black,5,4,gasoline,14391,11.8,8.2,3.6,4.0,Other,2
2023,Jeep,Wrangler,8.0,SUV,Automatic,4X4,black,black,5,4,hybrid,47015,10.8,8.7,0.0,0.0,Electric,3
2019,Audi,Q8,34468.0,SUV,Automatic,4X4,white,black,5,4,gasoline,35382,10.8,8.7,2.4,6.0,V-Engine,3
2017,Jaguar,F-Pace,90107.0,SUV,Automatic,4X4,brown,black,5,4,gasoline,20622,13.3,10.0,2.4,6.0,V-Engine,3
2023,Nissan,Pathfinder,50.0,SUV,Automatic,4X4,black,gray,8,4,gasoline,40494,11.75,9.6,2.4,6.0,V-Engine,3
2018,Ford,F-150,57190.0,Truck,Automatic,4X4,black,black,5,4,diesel,37406,13.2,10.100000000000001,2.4,6.0,Inline,2
2019,Honda,Ridgeline,101274.0,Truck,Automatic,4X4,blue,black,5,4,gasoline,25327,12.8,9.5,3.5,6.0,V-Engine,3
2016,Audi,A8,99229.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,8740,12.6,8.0,3.0,6.0,Inline,4
2021,Honda,CR-V,17745.0,SUV,CVT,4X4,gray,black,5,4,gasoline,37440,8.7,7.4,1.5,4.0,Inline,2
2020,Audi,Q5,65000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,26515,10.9,8.7,2.0,4.0,Other,3
2021,Volvo,XC90,45372.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,77164,10.8,8.7,2.4,4.0,Inline,1
2019,Audi,Q5,83687.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,40356,10.9,8.7,2.0,4.0,Other,1
2014,Jeep,Cherokee,288860.0,SUV,Automatic,FWD,silver,black,5,4,gasoline,14411,10.8,7.0,2.4,6.0,V-Engine,2
2021,Mazda,Miata,27000.0,Convertible,Manual,RWD,red,black,5,2,gasoline,39665,10.8,8.7,2.4,4.0,Inline,2
2017,Jeep,Compass,141962.0,SUV,Automatic,4X4,black,black,5,4,gasoline,20007,10.8,7.8,2.4,4.0,Inline,2
2018,Infiniti,QX60,49564.0,SUV,Automatic,4X4,white,black,7,4,gasoline,8475,12.5,9.0,2.4,6.0,V-Engine,4
2020,Kia,Sportage,33335.0,SUV,Automatic,4X4,black,black,5,4,gasoline,11130,12.1,9.6,2.0,4.0,Inline,4
2016,Mazda,Mazda6,130212.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,21800,10.8,8.7,2.5,4.0,Inline,1
2022,Ford,Mustang,1.0,Coupe,Manual,RWD,gray,black,5,2,gasoline,28548,15.75,9.9,2.4,8.0,Inline,4
2016,Nissan,Rogue,122000.0,SUV,CVT,4X4,red,black,5,4,gasoline,6234,9.5,7.4,2.4,4.0,Inline,4
2020,Honda,Accord,58388.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,34953,8.2,6.8,1.5,4.0,V-Engine,2
2022,BMW,X5,12000.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,26027,14.4,10.6,2.4,8.0,Inline,4
2020,Kia,Soul,38911.0,Hatchback,CVT,FWD,blue,black,5,4,gasoline,24756,8.6,7.1,2.0,4.0,Inline,2
2023,Volvo,XC90,50.0,SUV,Automatic,4X4,blue,gray,5,4,gasoline,27508,10.8,8.7,2.0,4.0,Inline,4
2023,Nissan,Murano,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,36110,12.0,8.5,2.4,6.0,V-Engine,3
2020,GMC,GMCSavana_3500,133074.0,SUV,Automatic,4X4,white,black,5,4,gasoline,65607,10.8,8.7,2.4,4.0,Inline,2
2009,Chevrolet,Suburban,121979.0,SUV,Automatic,RWD,white,gray,5,4,gasoline,3776,15.0,9.8,5.3,4.0,Other,4
2017,Mercedes-Benz,GLS,76000.0,SUV,Automatic,4X4,white,black,7,4,gasoline,52869,14.4,11.4,2.4,6.0,V-Engine,2
2023,BMW,X4,90.0,SUV,Automatic,4X4,white,red,5,4,gasoline,99836,10.8,8.7,3.0,6.0,Inline,1
2019,Infiniti,Q50,99653.0,Sedan,Automatic,4X4,black,gray,5,4,gasoline,29793,12.4,8.7,3.0,6.0,V-Engine,2
2023,Mazda,CX-30,100.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34606,9.4,7.7,2.4,4.0,Inline,2
2022,Nissan,Sentra,100.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,31323,8.8,6.25,2.0,4.0,Other,2
2018,Chevrolet,Equinox,133687.0,SUV,Automatic,4X4,black,black,5,4,gasoline,20677,10.9,8.3,2.0,4.0,Inline,2
2022,Mazda,MX-5,1885.0,Convertible,Manual,RWD,black,black,5,2,gasoline,43864,10.8,8.7,2.4,4.0,Inline,2
2019,Honda,Civic,72677.0,Sedan,CVT,FWD,black,black,5,4,gasoline,25257,7.9,6.1,2.4,4.0,Inline,2
2017,Chevrolet,Equinox,59752.0,SUV,Automatic,4X4,black,black,5,4,gasoline,20257,15.0,10.4,3.6,4.0,Other,2
2019,Mazda,Mazda3,78787.0,Hatchback,Automatic,FWD,brown,black,5,4,gasoline,27949,8.649999999999999,6.65,2.0,4.0,Inline,1
2022,Jeep,Cherokee,1090.0,SUV,Automatic,4X4,white,black,5,4,gasoline,50957,12.2,8.6,2.4,6.0,V-Engine,2
2023,Jeep,Grand,18.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,37016,13.0,9.4,3.6,6.0,V-Engine,4
2017,BMW,X3,68814.0,SUV,Automatic,4X4,black,black,5,4,gasoline,8268,11.2,8.4,2.4,4.0,Inline,4
2019,Acura,MDX,116802.0,SUV,Automatic,4X4,black,black,5,4,gasoline,11236,12.2,9.0,3.5,6.0,V-Engine,4
2021,Nissan,Sentra,24917.0,Sedan,CVT,FWD,metallic,black,5,4,gasoline,18093,8.8,6.35,2.4,4.0,Inline,3
2020,Subaru,Outback,19600.0,Wagon,Automatic,4X4,white,brown,5,4,gasoline,42809,10.1,7.9,2.4,4.0,Boxer,1
2016,Porsche,Panamera,104350.0,Hatchback,Automatic,4X4,black,black,4,4,gasoline,60380,13.4,8.8,2.4,6.0,Inline,2
2017,Kia,Forte,103396.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,10017,9.4,7.0,2.0,4.0,V-Engine,3
2018,Volkswagen,Atlas,85000.0,Truck,Automatic,FWD,gray,black,5,4,gasoline,32327,10.8,8.7,2.4,4.0,Inline,2
2012,Honda,Accord,182532.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,7632,9.0,5.8,2.4,4.0,V-Engine,3
2018,Ferrari,812,4078.0,Coupe,Automatic,RWD,red,beige,2,2,gasoline,691923,19.6,14.7,2.4,12.0,Inline,1
2020,Honda,Civic,39000.0,Sedan,CVT,FWD,black,blue,5,4,gasoline,28380,8.2,6.5,2.4,4.0,Inline,2
2023,Ford,F-150,250.0,Truck,Automatic,4X4,black,black,5,4,hybrid,32606,9.8,9.7,3.5,6.0,Hybrid,4
2023,Jeep,Compass,12.0,SUV,Automatic,4X4,black,black,5,4,gasoline,47601,10.8,8.7,2.0,4.0,Inline,2
2018,Subaru,Crosstrek,67262.0,SUV,CVT,4X4,white,black,5,4,gasoline,29700,8.8,7.2,2.0,4.0,Inline,2
2017,Volvo,XC90,76000.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,20684,11.5,9.6,2.0,4.0,Other,3
2015,Lamborghini,Aventador,19464.0,Coupe,Automatic,4X4,gray,black,5,2,gasoline,242388,10.8,8.7,2.4,12.0,Inline,3
2018,Ford,Explorer,147000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,27051,10.8,8.7,2.4,4.0,Inline,2
2016,Kia,Optima,143122.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,5866,10.9,7.4,2.0,4.0,Inline,4
2018,BMW,X5,49900.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,44746,13.0,9.8,3.0,4.0,Other,2
2018,Ford,Edge,100723.0,SUV,Automatic,FWD,black,beige,5,4,gasoline,19834,11.5,8.0,2.4,4.0,Inline,3
2019,Volkswagen,Jetta,35300.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,24738,7.8,5.9,1.4,4.0,Other,2
2019,Ford,F-250,68784.0,SUV,Automatic,4X4,white,black,5,4,gasoline,26378,10.8,8.7,2.4,4.0,Inline,4
2016,Chevrolet,Corvette,24105.0,Convertible,Automatic,RWD,white,black,2,2,gasoline,75340,14.149999999999999,8.149999999999999,2.4,8.0,Inline,2
2022,Jeep,Grand,0.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,88399,10.3,9.7,2.0,4.0,V-Engine,1
2021,Lamborghini,Huracan,1000.0,Coupe,Automatic,RWD,black,black,2,2,gasoline,482360,10.8,8.7,5.2,4.0,Other,1
2021,Ford,Transit,17896.0,Van,Automatic,RWD,white,black,5,3,gasoline,58221,10.8,8.7,2.4,6.0,V-Engine,2
2013,Hyundai,Genesis,142100.0,Coupe,Manual,RWD,gray,black,5,3,gasoline,4120,10.8,8.7,2.4,4.0,Inline,4
2018,Honda,Civic,126948.0,Compact,CVT,FWD,silver,black,5,4,gasoline,26509,7.4,5.6,1.5,4.0,Inline,1
2020,Honda,Civic,20475.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,11588,7.9,6.1,2.0,4.0,Other,4
2023,Infiniti,QX60,90.0,SUV,Automatic,4X4,blue,gray,7,4,gasoline,77185,11.9,9.3,2.4,6.0,V-Engine,1
2023,Tesla,Model,500.0,SUV,Automatic,4X4,silver,black,5,4,electric,76772,0.0,8.7,2.4,0.0,Electric,2
2015,Volkswagen,Tiguan,178355.0,SUV,Automatic,4X4,white,black,5,4,gasoline,15174,11.7,9.4,2.0,4.0,Inline,2
2014,Honda,Odyssey,175284.0,Van,Automatic,FWD,black,gray,7,4,gasoline,22164,10.9,7.1,2.4,6.0,V-Engine,1
2018,Ford,Escape,136000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,22425,11.5,8.8,2.4,4.0,Inline,2
